1;1845.00;10.30;2792.00;big
1;1267.00;10.30;2800.00;big
1;1891.00;10.30;2796.00;big
1;1891.00;10.30;2796.00;big
1;1891.00;10.30;2796.00;big
1;1891.00;10.30;2796.00;big
1;1891.00;10.30;2796.00;big
1;1891.00;10.30;2796.00;big
1;1891.00;10.30;2796.00;big
2;1742.00;10.30;2615.00;big
2;1437.00;10.30;2675.00;big
2;1314.00;10.30;2763.00;big
2;1314.00;10.30;2763.00;big
2;1314.00;10.30;2763.00;big
2;1314.00;10.30;2763.00;big
2;1314.00;10.30;2763.00;big
2;1314.00;10.30;2763.00;big
2;1314.00;10.30;2763.00;big
3;1389.00;10.30;2120.00;big
3;1442.00;10.30;2390.00;big
3;1380.00;10.30;2215.00;big
3;1380.00;10.30;2215.00;big
3;1380.00;10.30;2215.00;big
3;1380.00;10.30;2215.00;big
3;1380.00;10.30;2215.00;big
3;1380.00;10.30;2215.00;big
3;1380.00;10.30;2215.00;big
4;1952.00;10.30;2255.00;big
4;1686.00;10.30;2222.00;big
4;1741.00;10.30;2176.00;big
4;1741.00;10.30;2176.00;big
4;1741.00;10.30;2176.00;big
4;1741.00;10.30;2176.00;big
4;1741.00;10.30;2176.00;big
4;1741.00;10.30;2176.00;big
4;1741.00;10.30;2176.00;big
5;1152.00;10.30;2372.00;big
5;977.00;10.30;2189.00;big
5;1235.00;10.30;2462.00;big
5;1235.00;10.30;2462.00;big
5;1235.00;10.30;2462.00;big
5;1235.00;10.30;2462.00;big
5;1235.00;10.30;2462.00;big
5;1235.00;10.30;2462.00;big
5;1235.00;10.30;2462.00;big
6;1707.00;10.30;1922.00;big
6;1111.00;10.30;1957.00;big
6;1852.00;10.30;1875.00;big
6;1852.00;10.30;1875.00;big
6;1852.00;10.30;1875.00;big
6;1852.00;10.30;1875.00;big
6;1852.00;10.30;1875.00;big
6;1852.00;10.30;1875.00;big
6;1852.00;10.30;1875.00;big
7;1036.00;10.30;2591.00;big
7;720.00;10.30;2678.00;big
7;459.00;10.30;2807.00;big
7;459.00;10.30;2807.00;big
7;459.00;10.30;2807.00;big
7;459.00;10.30;2807.00;big
7;459.00;10.30;2807.00;big
7;459.00;10.30;2807.00;big
7;459.00;10.30;2807.00;big
8;413.00;10.30;2508.00;big
8;591.00;10.30;2508.00;big
8;546.00;10.30;2551.00;big
8;546.00;10.30;2551.00;big
8;546.00;10.30;2551.00;big
8;546.00;10.30;2551.00;big
8;546.00;10.30;2551.00;big
8;546.00;10.30;2551.00;big
8;546.00;10.30;2551.00;big
9;678.00;10.30;2198.00;big
9;192.00;10.30;2241.00;big
9;730.00;10.30;2326.00;big
9;730.00;10.30;2326.00;big
9;730.00;10.30;2326.00;big
9;730.00;10.30;2326.00;big
9;730.00;10.30;2326.00;big
9;730.00;10.30;2326.00;big
9;730.00;10.30;2326.00;big
10;513.00;10.30;1858.00;big
10;381.00;10.30;2042.00;big
10;557.00;10.30;1946.00;big
10;557.00;10.30;1946.00;big
10;557.00;10.30;1946.00;big
10;557.00;10.30;1946.00;big
10;557.00;10.30;1946.00;big
10;557.00;10.30;1946.00;big
10;557.00;10.30;1946.00;big
11;644.00;10.30;1542.00;big
11;207.00;10.30;1582.00;big
11;542.00;10.30;1602.00;big
11;542.00;10.30;1602.00;big
11;542.00;10.30;1602.00;big
11;542.00;10.30;1602.00;big
11;542.00;10.30;1602.00;big
11;542.00;10.30;1602.00;big
11;542.00;10.30;1602.00;big
12;149.00;14.30;1091.00;big
12;487.00;10.78;1147.00;big
12;37.00;10.30;1084.00;big
12;37.00;10.30;1084.00;big
12;37.00;10.30;1084.00;big
12;37.00;10.30;1084.00;big
12;37.00;10.30;1084.00;big
12;37.00;10.30;1084.00;big
12;37.00;10.30;1084.00;big
13;450.00;10.30;870.00;big
13;177.00;10.30;693.00;big
13;84.00;10.30;608.00;big
13;84.00;10.30;608.00;big
13;84.00;10.30;608.00;big
13;84.00;10.30;608.00;big
13;84.00;10.30;608.00;big
13;84.00;10.30;608.00;big
13;84.00;10.30;608.00;big
14;34.00;10.30;405.00;big
14;109.00;10.30;364.00;big
14;61.00;10.30;445.00;big
14;61.00;10.30;445.00;big
14;61.00;10.30;445.00;big
14;61.00;10.30;445.00;big
14;61.00;10.30;445.00;big
14;61.00;10.30;445.00;big
14;61.00;10.30;445.00;big
15;87.00;10.30;206.00;big
15;120.00;14.00;62.00;big
15;52.00;11.68;79.00;big
15;52.00;11.68;79.00;big
15;52.00;11.68;79.00;big
15;52.00;11.68;79.00;big
15;52.00;11.68;79.00;big
15;52.00;11.68;79.00;big
15;52.00;11.68;79.00;big
16;282.00;10.30;448.00;big
16;357.00;10.30;285.00;big
16;385.00;10.30;432.00;big
16;385.00;10.30;432.00;big
16;385.00;10.30;432.00;big
16;385.00;10.30;432.00;big
16;385.00;10.30;432.00;big
16;385.00;10.30;432.00;big
16;385.00;10.30;432.00;big
17;542.00;14.43;126.00;big
17;328.00;11.40;69.00;big
17;257.00;14.25;44.00;big
17;257.00;14.25;44.00;big
17;257.00;14.25;44.00;big
17;257.00;14.25;44.00;big
17;257.00;14.25;44.00;big
17;257.00;14.25;44.00;big
17;257.00;14.25;44.00;big
18;771.00;11.90;683.00;big
18;785.00;10.30;315.00;big
18;675.00;11.30;268.00;big
18;675.00;11.30;268.00;big
18;675.00;11.30;268.00;big
18;675.00;11.30;268.00;big
18;675.00;11.30;268.00;big
18;675.00;11.30;268.00;big
18;675.00;11.30;268.00;big
19;1247.00;10.90;673.00;big
19;1339.00;10.30;266.00;big
19;1323.00;10.30;599.00;big
19;1323.00;10.30;599.00;big
19;1323.00;10.30;599.00;big
19;1323.00;10.30;599.00;big
19;1323.00;10.30;599.00;big
19;1323.00;10.30;599.00;big
19;1323.00;10.30;599.00;big
20;815.00;10.30;35.00;big
20;1348.00;10.30;39.00;big
20;1477.00;10.30;43.00;big
20;1477.00;10.30;43.00;big
20;1477.00;10.30;43.00;big
20;1477.00;10.30;43.00;big
20;1477.00;10.30;43.00;big
20;1477.00;10.30;43.00;big
20;1477.00;10.30;43.00;big
21;989.00;13.07;980.00;big
21;738.00;10.88;1029.00;big
21;714.00;10.30;1022.00;big
21;714.00;10.30;1022.00;big
21;714.00;10.30;1022.00;big
21;714.00;10.30;1022.00;big
21;714.00;10.30;1022.00;big
21;714.00;10.30;1022.00;big
21;714.00;10.30;1022.00;big
